Date,ACC,AUBANK,ADANIPORTS,ADANIPOWER,ADANITRANS,ABCAPITAL,ABFRL,AJANTPHARM,ALKEM,AMARAJABAT,AMBUJACEM,APOLLOHOSP,APOLLOTYRE,ASHOKLEY,ASIANPAINT,AUROPHARMA,DMART,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BAJAJHLDNG,BALKRISIND,BANDHANBNK,BANKBARODA,BANKINDIA,BATAINDIA,BERGEPAINT,BEL,BHARATFORG,BHEL,BPCL,BHARTIARTL,INFRATEL,BIOCON,BBTC,BOSCHLTD,BRITANNIA,CESC,CADILAHC,CANBK,CASTROLIND,CHOLAFIN,CIPLA,CUB,COALINDIA,COLPAL,CONCOR,COROMANDEL,CROMPTON,CUMMINSIND,DLF,DABUR,DALBHARAT,DIVISLAB,DRREDDY,EDELWEISS,EICHERMOT,EMAMILTD,ENDURANCE,ENGINERSIN,ESCORTS,EXIDEIND,FEDERALBNK,FORTIS,FCONSUMER,FRETAIL,GAIL,GMRINFRA,GICRE,GLENMARK,GODREJAGRO,GODREJCP,GODREJIND,GODREJPROP,GRAPHITE,GRASIM,GSPL,HEG,HCLTECH,HDFCAMC,HDFCBANK,HDFCLIFE,HAVELLS,HEROMOTOCO,HEXAWARE,HINDALCO,HINDPETRO,HINDUNILVR,HINDZINC,HUDCO,HDFC,ICICIBANK,ICICIGI,ICICIPRULI,IDBI,IDFCFIRSTB,ITC,IBULHSGFIN,IBVENTURES,INDIANB,INDHOTEL,IOC,IGL,INDUSINDBK,NAUKRI,INFY,INDIGO,IPCALAB,JSWENERGY,JSWSTEEL,JINDALSTEL,JUBLFOOD,JUBILANT,KOTAKBANK,L&TFH,LTTS,LICHSGFIN,LTI,LT,LUPIN,MRF,MGL,M&MFIN,M&M,MANAPPURAM,MRPL,MARICO,MARUTI,MFSL,MINDTREE,MOTHERSUMI,MPHASIS,MUTHOOTFIN,NATCOPHARM,NBCC,NHPC,NMDC,NTPC,NATIONALUM,NESTLEIND,NAM-INDIA,OBEROIRLTY,ONGC,OIL,OFSS,PIIND,PNBHOUSING,PAGEIND,PETRONET,PFIZER,PIDILITIND,PEL,PFC,POWERGRID,PRESTIGE,PGHH,PNB,QUESS,RBLBANK,RECLTD,RAJESHEXPO,RELIANCE,SBILIFE,SRF,SHREECEM,SRTRANSFIN,SIEMENS,SBIN,SAIL,STRTECH,SUNPHARMA,SUNTV,SYNGENE,TVSMOTOR,TCS,TATACONSUM,TATAMTRDVR,TATAMOTORS,TATAPOWER,TATASTEEL,TECHM,NIACL,RAMCOCEM,TITAN,TORNTPHARM,TORNTPOWER,UPL,ULTRACEMCO,UNIONBANK,UBL,MCDOWELL-N,VGUARD,VARROC,VBL,VEDL,IDEA,VOLTAS,WHIRLPOOL,WIPRO,ZEEL
2020-06-17,180980.93579393325,-122615.0072144327,16164.29830334829,137372.41913882326,-547252.7658447026,-97885.28352998629,-208022.01611284862,281939.97232287494,233353.82395695665,-104340.56085601942,79135.14989245999,105129.33620341809,-120013.48047112154,-101228.71660144553,218802.91278438098,230089.98760123432,157469.56503673692,246616.20269273166,107448.29871345754,-121967.91198503188,-85263.12474450575,-37314.4421471304,-223372.60272145757,-205290.37703420207,-324370.37345299777,-1171471.8511572203,253463.52581636768,-59723.556327891354,30427.11049921036,-70517.31214278868,-5767.253782515164,27596.933269429894,573208.1589859411,233863.85780339158,155870.76313229065,76761.76116002417,39938.577141430644,242450.58362950568,146090.1134526284,285936.04760704224,-302149.67013869947,336819.6087074477,-186190.49948329438,280269.1839331504,172186.0204998841,381107.0609559632,255370.62414592892,189489.8405725675,-13252.206652914156,110267.6232889503,612.7435039849838,165854.42605542752,332008.8581806188,-90429.86804780997,585139.7962464691,303875.52707250207,140663.59614069172,-95973.75929337674,101397.46974090794,-477578.2603795029,226503.99154886362,136749.56792311522,450871.5100938718,-32279.900085065285,-350712.9960034995,-810560.3821890543,-208866.94355315404,-13871.891198727182,-38600.508566751676,-100818.4016156806,107505.37807550881,-458208.2055298424,-71125.05017086392,-326985.10014899145,-156256.20948952198,243566.02596371673,46230.13776890976,-106181.7873441619,68119.33637353742,-107890.01971194614,294435.8273375176,-137451.12473244115,120157.10921994656,-219407.701136749,-144890.4825089217,-241047.9522028785,-198439.17456732088,-294292.50552086387,250701.60215478015,-40649.552015384856,27765.43367732596,-278711.0832103869,-28213.718226848472,-258187.6081465744,1302.795044569346,-174162.64107541533,-192684.552221924,353188.23392048286,-152985.79741576948,122398.50246542871,-394981.0877913382,-42196.6540664737,50819.27531376404,217297.16866395838,-187037.70341116094,-155291.00677442693,145044.58821573714,119356.74811904714,165771.16925430406,-705787.1400754224,-24255.60415620939,-189291.97825796576,141719.7960408532,-481569.1379141121,70635.32777706969,-42631.063316141364,-99223.3648490494,-421950.6518581405,52768.48431154597,187090.86479319102,57016.18636528116,63215.283777285724,-151359.54487836262,-336698.4586980256,-232497.99739724066,-96523.23213045178,-113712.11341387806,110170.81866674597,82112.29482812002,-146.08221308825694,262212.2557206672,182826.67905398595,372237.32572001545,-92663.3447945907,-262025.83605848197,-340870.97668285127,16912.306995890423,90605.57321576294,339670.6470520403,217044.29119462354,507992.86754189606,-22739.461981418528,60047.49755329016,71646.60122363911,-600036.6135533765,-554023.0518296914,14265.557017556455,-141721.8762529573,499512.9810100205,-197080.44047901884,338966.6049322203,342479.6105159025,24554.74000382873,17533.708166486806,289390.7116946657,-373602.08344018366,207902.13350136546,-478741.6401718647,-275647.1953569663,-591119.1723837613,-562962.0724823719,399135.01565135596,-105527.60600486756,18063.8266358774,230769.66199797174,-128014.12991914946,-69456.40535485203,456075.151367405,807.9249277943944,254996.46835000368,185601.8195514279,157511.27778102597,310674.39002598525,84039.3401933252,-196717.0622081896,122194.07100854137,300768.0638280855,292073.3677288844,246465.42392952146,-57728.39831704743,123746.13191239891,366653.30114879063,47311.983429708926,33487.32971888973,29944.305327382186,63457.901598752236,241525.5561032612,54450.47280060701,56169.81968121753,-403481.14063905145,-131165.86344773512,16888.94428954419,278948.08071994554,-238958.35229448148,-135013.6264696476,-98947.87567889241,-172777.2516777258,-138532.1328904943,-39821.37971820939,217.3535940056682,444534.75290784286
